job_id,titles,companies,locations,categorys,subCategories,job_types,salaries,dateposted,datedisplay
74241154,Service Data Analyst (FMCG Industry),TempServ Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"$3,500 – $4,000 per month",2024-03-06T03:24:06Z,14d ago
74445208,Data Migration Specialist EPIC Systems,SERVITA PRIVATE LIMITED,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-13T22:04:00Z,7d ago
74188728,Data Scientist (Contract),Ng Teng Fong General Hospital,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-04T05:59:31Z,16d ago
74401832,Data Engineer,Ridik,East Region,Information & Communication Technology,Testing & Quality Assurance,Full time,,2024-03-12T15:14:00Z,8d ago
74288643,Economist (Statistics & Data Systems) (2yr contract),Public Service Division,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-06T02:03:00Z,14d ago
74445071,"Assistant Manager, Data Governance",Income Insurance Limited,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-13T22:04:00Z,7d ago
74496253,Senior Data Engineer,ACHIEVE TECHNOLOGY ASIA PACIFIC PTE LTD,Central Region,Information & Communication Technology,Database Development & Administration,Contract/Temp,,2024-03-15T10:36:00Z,5d ago
74409902,Business Analyst - 12 Months Contract,Peoplebank Singapore Pte Ltd,Central Region,Information & Communication Technology,Business/Systems Analysts,Contract/Temp,"$7,000 – $7,800 per month",2024-03-13T02:18:39Z,7d ago
74331738,Senior Data Scientist (Allocation),GRABTAXI HOLDINGS PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-08T08:15:00Z,12d ago
74460092,Urgent!!! Algorithm Design Engineer,TRUST RECRUIT PTE. LTD.,Central Region,Information & Communication Technology,Engineering - Software,Full time,"$6,000 – $8,000 per month",2024-03-14T08:50:28Z,6d ago
74396572,Lecturer - Data Engineering [ITE College West],Public Service Division,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-12T05:33:00Z,8d ago
74430007,Data Operations (Technical) Analyst,UBS AG,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,,2024-03-13T05:09:00Z,7d ago
74502882,Technical Delivery Manager(PM),Saksoft Pte Ltd,Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-15T20:14:00Z,5d ago
74348186,Assistant manager data,Fei Yue Community Services,Central Region,Information & Communication Technology,Management,Full time,,2024-03-10T10:46:00Z,10d ago
74415071,Data Engineer ( OBIEE and Tableau ),Helius Technologies Pte Ltd,Central Region,Information & Communication Technology,Developers/Programmers,Full time,"$6,500 – $7,500 per month",2024-03-13T04:15:25Z,7d ago
74434609,Data Engineer,AZENDIAN SOLUTIONS PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-13T11:21:00Z,7d ago
74288308,Data Scientist,BlueSG Pte Ltd,East Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-05T11:48:00Z,15d ago
74494806,"AVP, Big Data Engineer, Data Technology, Technology and Operations",DBS Bank Limited,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-15T10:26:00Z,5d ago
74467618,Actuarial Intern,Prudential (WM Group- Linda Quah),Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-14T15:53:00Z,6d ago
74395807,Lead Business Intelligence Analyst,dnata Singapore Pte Ltd,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-12T06:31:00Z,8d ago
74327946,Data Scientist (Clinical),National Cancer Centre Singapore Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-08T05:11:00Z,12d ago
74237434,"Data Analyst/Contract/ up to $4,000",Forte Employment Services Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"$3,500 – $4,000 per month",2024-03-06T01:48:01Z,14d ago
74433428,Business Transformation Analyst (12 months Contract),Zurich Services (Hong Kong) Limited,Central Region,Information & Communication Technology,Business/Systems Analysts,Contract/Temp,,2024-03-13T09:07:00Z,7d ago
73517583,"Assistant Manager, Data and Analytics (R00014885).",Nanyang Technological University,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-02-27T00:29:49Z,22d ago
74286004,Finance Data Analyst,Eastspring Investments (Singapore) Limited,Central Region,Accounting,Analysis & Reporting,Contract/Temp,,2024-03-05T21:42:00Z,15d ago
74433235,Data Engineer,Hudson Global Resources ( HQ ),Central Region,Information & Communication Technology,Engineering - Software,Full time,To be advised,2024-03-13T12:29:39Z,7d ago
74564481,Research Assistant / Associate (Digital Health and Data Science),National University of Singapore,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-19T09:38:50Z,1d ago
74540955,Data Science Lead - User Growth TikTok,TIKTOK PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-18T14:25:00Z,2d ago
74434910,Assistant Manager – Data Science Product Owner,Daimler South East Asia Pte Ltd,West Region,Information & Communication Technology,Management,Full time,,2024-03-13T11:22:00Z,7d ago
74495535,Data Engineer,Accenture Pte Ltd,Central Region,Engineering,Electrical/Electronic Engineering,Full time,,2024-03-15T10:26:00Z,5d ago
74611775,Machine Learning Engineer,LEADER ENVIRONMENTAL TECHNOLOGIES LIMITED,Central Region,Education & Training,Workplace Training & Assessment,Full time,,2024-03-20T18:52:00Z,4h ago
74612436,DATA ENGINEER,Unison Consulting Pte. Ltd.,East Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-20T18:51:00Z,4h ago
74612427,Data Engineer,OPUS IT Services Pte Ltd,East Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-20T18:00:00Z,5h ago
74527262,AI Research Engineer,Hyundai Motor Group Innovation Center In Singapore Pte. Ltd.,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"$7,000 – $10,500 per month",2024-03-18T05:24:44Z,2d ago
74342190,Lecturer (AI & Data Science) - School of Mathematics & Science,Public Service Division,Central Region,Education & Training,Teaching - Tertiary,Full time,,2024-03-09T03:40:00Z,11d ago
74567603,Data Engineer,OPUS IT Services Pte Ltd,Central Region,Information & Communication Technology,Developers/Programmers,Contract/Temp,,2024-03-19T12:40:00Z,1d ago
74497386,Machine Learning Engineer,Minden International,Central Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-15T10:27:00Z,5d ago
74599569,AI Roles - Paid Internships in Singapore,SGInnovate,Central Region,Engineering,Mechanical Engineering,Casual/Vacation,,2024-03-20T03:37:00Z,20h ago
74495800,Artificial Intelligence (AI) Engineer,Hyundai Corporation Singapore Pte Ltd,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-15T10:30:00Z,5d ago
74337896,DATA SCIENCE MANAGEMENT INTERN - P&G (6 months),Procter & Gamble I'ntl Operations SA Singapore Branch,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-08T16:02:00Z,12d ago
74535796,Research Analyst/ Associate/ Fellow in Machine Learning and AI (ML/AI),National University of Singapore,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-18T09:38:40Z,2d ago
74612272,Data Engineer Intern - Marketplace Intelligence & Data (Summer 2024),SHOPEE SINGAPORE LITE ADS,Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-20T18:57:00Z,4h ago
74433473,Machine Learning Engineer,Hudson Global Resources ( HQ ),Central Region,Information & Communication Technology,Engineering - Software,Full time,To be advised,2024-03-13T12:37:51Z,7d ago
74541060,Sr. Solutions Architect - AI/ML,Snowflake,Central Region,Information & Communication Technology,Architects,Full time,,2024-03-18T14:24:00Z,2d ago
74497411,Junior Data Engineer - SG,Hyperscal Solutions,West Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-15T10:37:00Z,5d ago
74267325,Research Engineer I (Computer Science/ Programming/ Data Science) (R00016154),Nanyang Technological University,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-07T05:37:36Z,13d ago
74202574,Data Science Analyst,PSA Corporation Limited,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-04T15:43:00Z,16d ago
74445001,AI/Machine Learning Engineer,SERVITA PRIVATE LIMITED,Central Region,Education & Training,Workplace Training & Assessment,Full time,,2024-03-13T22:04:00Z,7d ago
74560501,Research Assistant / Research Associate in AI and Machine Learning,National University of Singapore,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-19T06:46:40Z,1d ago
74536136,AI Engineer / Senior AI Engineer (Innovation) for AI Singapore,National University of Singapore,Central Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-18T09:58:01Z,2d ago
74540303,Machine Learning Engineer,Dkatalis,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,,2024-03-18T14:26:00Z,2d ago
74483477,R&D Scientist (IoT),Hudson Global Resources ( HQ ),Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-15T05:42:54Z,5d ago
74237110,Research Assistant (Computer Science and Data Science)./,Nanyang Technological University,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-06T01:38:44Z,14d ago
74597298,Research Engineer (Algorithmic and Statistical Analysis in Machine Learning The,National University of Singapore,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-20T05:46:27Z,17h ago
74236711,Research Associate (Ageing Studies/Data Science/Informatics/Psychology/Socio,Nanyang Technological University,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-06T01:26:52Z,14d ago
74597814,Research Assistant - Bioinformatician (Cancer Science Institute/Spatial Analytic,National University of Singapore,Central Region,Science & Technology,Biological & Biomedical Sciences,Full time,,2024-03-20T06:06:56Z,17h ago
74434601,Data Engineer,LYNEER CORP (SINGAPORE) PTE. LTD.,Central Region,Information & Communication Technology,Business/Systems Analysts,Contract/Temp,,2024-03-13T11:22:00Z,7d ago
74568573,AI Design Engineer,C-Lng Solutions Pte. Ltd.,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-19T12:37:00Z,1d ago
74370142,Data Engineer,MIGSOPCUBED,Central Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-11T12:48:00Z,9d ago
74460587,Artificial Intelligence/Machine Learning Engineer,Singapore University of Social Sciences,West Region,Information & Communication Technology,Other,Full time,,2024-03-14T09:17:32Z,6d ago
74565634,Data Engineer (Banking/ Up to $8000),Adecco Personnel Pte Ltd.,Central Region,Information & Communication Technology,Database Development & Administration,Contract/Temp,$5k - $8k p.m.,2024-03-19T11:14:24Z,1d ago
74611661,"Machine Learning Engineer, Business Integrity",TIKTOK PTE. LTD.,Central Region,Engineering,Electrical/Electronic Engineering,Full time,,2024-03-20T18:51:00Z,4h ago
74543258,"Technical Specialist, AI Infrastructure and Machine Learning Operations",Google Inc.,Central Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-18T19:38:00Z,2d ago
74562087,"Front-end design (RTL) Scientist for Heterogeneous Chiplet Systems, IME","Agency for Science, Technology and Research (A*STAR)",Central Region,Science & Technology,Other,Full time,,2024-03-19T07:51:35Z,1d ago
74421490,Intermediate Data Engineer,TechnoPals Pte Ltd,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-12T15:12:00Z,8d ago
74348076,Artificial Intelligence/Machine Learning Engineer (AI/ML) (109),Success IT Consultancy & Services Pte Ltd,Central Region,Information & Communication Technology,Security,Contract/Temp,,2024-03-10T09:28:00Z,10d ago
74540940,Intern Porsche Lifestyle - Porsche Services Singapore Pte. Ltd.,Porsche Singapore Pte. Ltd.,Central Region,Marketing & Communications,Brand Management,Full time,,2024-03-18T16:20:00Z,2d ago
74370911,Data Engineer,FINERGIC SOLUTIONS PTE. LTD.,East Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-11T14:18:00Z,9d ago
74495459,Data Engineer,AvePoint,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-15T10:28:00Z,5d ago
74582357,Contractor - biology,PacBio,Central Region,Science & Technology,Biotechnology & Genetics,Full time,,2024-03-19T20:37:00Z,1d ago
74146413,[Tech Cooperative Internship] Data Science Intern (6 months),Agoda Company Pte. Ltd,Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-01T03:23:00Z,19d ago
74126429,Data Science Intern,Lam Research Singapore Pte Ltd,Central Region,Design & Architecture,Graphic Design,Full time,,2024-02-29T11:22:00Z,20d ago
74380086,Software Engineer (AI),AZTECH TECHNOLOGIES PTE LTD,East Region,Information & Communication Technology,Engineering - Software,Full time,"$4,000 – $6,000 per month",2024-03-12T01:54:52Z,8d ago
74340928,Senior AI/ML Engineer,NANSEN PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-09T01:52:00Z,11d ago
74497420,"AVP, Big Data Engineer, Data Technology, Technology and Operations",DBS Bank Limited,Central Region,Accounting,Bookkeeping & Small Practice Accounting,Full time,,2024-03-15T10:52:00Z,5d ago
74094143,Data Science Trainer,XALTIUS PTE. LTD.,Central Region,Information & Communication Technology,Team Leaders,Contract/Temp,,2024-02-28T08:41:00Z,21d ago
74285172,"Staff Data Scientist, Product, Google Search",Google Inc.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-04T06:50:00Z,16d ago
74397324,Natural Language Processing Engineer for AI Singapore (Products),National University of Singapore,Central Region,Education & Training,Other,Full time,,2024-03-12T11:45:16Z,8d ago
74567055,Finance Executive | Pioneer | Up to $3300,PERSOLKELLY Singapore Pte Ltd (Formerly Kelly Services Singapore Pte Ltd),West Region,Accounting,Financial Accounting & Reporting,Contract/Temp,"$2,500 – $3,300 per month",2024-03-19T13:25:36Z,1d ago
74494569,"Senior Data Platform Engineer (Python, Hadoop, Spark, Azure, Kafka) (Contract)",NTT Singapore Pte. Ltd.,Central Region,Information & Communication Technology,Team Leaders,Contract/Temp,,2024-03-15T10:37:00Z,5d ago
74348071,Senior data scientist,MICRON SEMICONDUCTOR ASIA OPERATIONS PTE LTD,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-10T10:45:00Z,10d ago
74225931,Data Engineer (Test/Product),ASE Singapore Pte Ltd,North Region,Engineering,Electrical/Electronic Engineering,Full time,,2024-03-05T08:47:28Z,15d ago
74401253,Junior Data Engineer,Mindteck Singapore Pte Ltd,North-East Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-12T15:12:00Z,8d ago
74152430,Specialist Data Scientist,Infineon Technologies,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-03-01T09:28:00Z,19d ago
74464042,"Cloud Native Engineer, ARK Large Model Platform",TIKTOK PTE. LTD.,Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-14T10:41:00Z,6d ago
74435177,Software Engineer (Artificial Intelligence),AZTECH TECHNOLOGIES PTE LTD,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-13T11:22:00Z,7d ago
74288232,Senior Data Scientist,AZENDIAN SOLUTIONS PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-05T11:48:00Z,15d ago
74434423,Java DevOps Data engineer,LYNEER CORP (SINGAPORE) PTE. LTD.,Central Region,Information & Communication Technology,Networks & Systems Administration,Contract/Temp,,2024-03-13T11:22:00Z,7d ago
74361981,Full Stack Engineer/ Lead (Big Data & IoT),CBM Pte Ltd,Central Region,Information & Communication Technology,Engineering - Software,Full time,"$5,000 – $7,000 per month",2024-03-11T06:53:03Z,9d ago
74495764,Machine Learning Lead,Minden International,Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-15T10:27:00Z,5d ago
74384974,Big Data Engineer,Siemens Industry Software Pte Ltd,Central Region,Information & Communication Technology,Management,Full time,,2024-03-11T14:15:00Z,9d ago
74061359,Part Time Lecturer (Data Science),Kaplan Singapore,Central Region,Education & Training,Teaching - Tertiary,Part time,$100 – $150 per hour,2024-02-27T09:52:53Z,22d ago
74346709,Artificial Intelligence/ Machine Learning Enginner,QUESS SINGAPORE,Central Region,Information & Communication Technology,Developers/Programmers,Contract/Temp,"$5,000 – $7,000 per month",2024-03-10T04:20:26Z,10d ago
74007383,Data Science Intern to Perm,Bioquest Advisory,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-02-25T13:39:00Z,24d ago
74497398,Machine Learning Software Engineer,Dyson Operations Pte Ltd,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-15T10:36:00Z,5d ago
74202159,Analyst - Principal Analyst (Data Systems and Technology) Branch),Energy Market Authority (EMA),Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-04T15:43:00Z,16d ago
74430148,"VP / AVP, Enterprise AI/ML Governance Specialist, Transformation Group",DBS Bank Limited,Central Region,Accounting,Management,Full time,,2024-03-13T06:54:00Z,7d ago
74348405,IT Executive (1-2 yrs exp / Python / Database and Server Set up),TRUST RECRUIT PTE. LTD.,West Region,Information & Communication Technology,Management,Full time,"$3,000 – $4,000 per month",2024-03-10T14:21:13Z,10d ago
74296386,Data Engineer ELK,IBM SERVICES TALENT DELIVERY PTE. LTD.,Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-07T10:44:00Z,13d ago
74170201,Head of Data (Healthcare),ALLIED SEARCH PTE. LTD.,Central Region,Information & Communication Technology,Management,Full time,"$8,000 – $11,000 per month",2024-03-03T01:23:01Z,17d ago
74371035,Artificial Intelligence Engineer- (Contract),QUESS SINGAPORE,Central Region,Information & Communication Technology,Product Management & Development,Contract/Temp,,2024-03-11T14:18:00Z,9d ago
74348131,Data Entry Analyst_Contract,NTT Singapore Pte. Ltd.,Central Region,Administration & Office Support,Data Entry & Word Processing,Contract/Temp,,2024-03-10T09:28:00Z,10d ago
74059410,"Data Scientist, Data Operations",Manpower Staffing Services (S) Pte Ltd - Head Office,Central Region,Information & Communication Technology,Management,Contract/Temp,"$8,000 – $10,000 per month",2024-02-27T09:15:46Z,22d ago
74340946,Senior Data Engineer,NANSEN PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-09T01:52:00Z,11d ago
74308109,AI & Data Solution Architect,YM GLOBAL TECHNOLOGIES SDN. BHD.,Central Region,Information & Communication Technology,Programme & Project Management,Full time,,2024-03-07T20:12:00Z,13d ago
74012491,Research Associate (Digital Health and Data Science),National University of Singapore,Central Region,Education & Training,Other,Contract/Temp,,2024-02-26T00:56:10Z,23d ago
74352283,Research Data Officers,WSH Experts Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-10T19:57:00Z,10d ago
74167348,Data Engineer,Manpower Staffing Services (S) Pte Ltd - Head Office,Central Region,Information & Communication Technology,Engineering - Software,Contract/Temp,"$4,000 – $6,000 per month",2024-03-02T09:59:43Z,18d ago
74169318,Research Data Officer,WSH Experts Pte Ltd,Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-02T16:01:00Z,18d ago
74287946,"Internship - Automation, Database and Visualization",Infineon Technologies,Central Region,Information & Communication Technology,Business/Systems Analysts,Casual/Vacation,,2024-03-05T11:42:00Z,15d ago
74371017,Python Software Engineer,Procter & Gamble I'ntl Operations SA Singapore Branch,Central Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-11T14:18:00Z,9d ago
74202985,Data Engineer,Evyd Research,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-04T15:42:00Z,16d ago
74220820,"Data Engineer, Sensor & Machine Learning Lab (6241)",Changi Airport Group (Singapore) Pte. Ltd.,East Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-05T06:15:50Z,15d ago
74289121,Artificial Intelligence Researcher,Saccade Capital (Singapore) Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-05T11:48:00Z,15d ago
74392488,"Lead Research Officer (Human Development), SICS","Agency for Science, Technology and Research (A*STAR)",Central Region,Science & Technology,Biological & Biomedical Sciences,Full time,,2024-03-12T08:13:00Z,8d ago
74297331,Data Engineer Spark,IBM SERVICES TALENT DELIVERY PTE. LTD.,Central Region,Information & Communication Technology,Networks & Systems Administration,Full time,,2024-03-07T10:44:00Z,13d ago
74096874,Data Analyst,People Profilers Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"$6,000 – $8,000 per month",2024-02-28T17:01:51Z,21d ago
74392130,Senior Research Fellow (AI & Tech),National University of Singapore,Central Region,Education & Training,Other,Full time,,2024-03-12T07:55:48Z,8d ago
74297731,Bioinformatics Specialist,National Cancer Centre Singapore Pte Ltd,Central Region,Science & Technology,Biological & Biomedical Sciences,Contract/Temp,,2024-03-07T10:28:00Z,13d ago
74326588,Research Assistant in AI and Machine Learning,National University of Singapore,Central Region,Education & Training,Other,Full time,,2024-03-08T08:55:38Z,12d ago
74285785,Data Engineer,FLAMINGO RECRUITMENT PTE. LTD.,Central Region,Information & Communication Technology,Networks & Systems Administration,Full time,,2024-03-05T11:48:00Z,15d ago
74291761,Lead Data Engineer (Regional | Power Platform) – Perm,GMP Group HQ,West Region,Information & Communication Technology,Team Leaders,Full time,"$8,000 – $10,000 per month",2024-03-07T09:50:45Z,13d ago
74367746,"Research Scientist (Power & Energy Systems Modelling), IHPC","Agency for Science, Technology and Research (A*STAR)",Central Region,Science & Technology,Other,Full time,,2024-03-11T12:15:36Z,9d ago
74171073,Data Engineer,Morgan McKinley,Central Region,Information & Communication Technology,Developers/Programmers,Contract/Temp,"$8,000 – $9,300 per month",2024-03-03T05:28:57Z,17d ago
74033849,Internship - Data Scientist,Infineon Technologies,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Casual/Vacation,,2024-02-25T13:44:00Z,24d ago
74202907,Data Analyst - Gaming Risk,IOT SPECIALIST RECRUITMENT PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-04T15:43:00Z,16d ago
73974713,Teaching Assistant (Statistics and Data Science),National University of Singapore,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-02-23T05:07:26Z,26d ago
74196137,Data Engineer,Applied Materials South East Asia Pte Ltd,East Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-04T06:30:00Z,16d ago
73979121,Data Analyst / Data Scientist (NUS - Office of Data and Intelligence),National University of Singapore,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-02-23T07:05:42Z,26d ago
74342172,Robot Arm Motion Control Algorithm Engineer - ByteDance Research,BYTEDANCE PTE. LTD.,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-09T03:52:00Z,11d ago
74535303,Data Engineer,BreadTalk Group Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-05T11:49:00Z,15d ago
74330718,"Big Data Engineer (Hortonworks Hadoop, Cloudera) - Contract",Kerry Consulting Pte Ltd,Central Region,Information & Communication Technology,Developers/Programmers,Contract/Temp,$60000-$120000,2024-03-08T11:11:11Z,12d ago
74296443,Senior Machine Learning Research Manager,Dyson Operations Pte Ltd,Central Region,Banking & Financial Services,Banking - Corporate & Institutional,Full time,,2024-03-07T10:45:00Z,13d ago
73974465,Data Manager (Cancer Science Institute),National University of Singapore,Central Region,Education & Training,Other,Full time,,2024-02-23T04:58:46Z,26d ago
74025290,"Manager (Data Scientist), SCALE - E-Learning and Technology",National University of Singapore,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-02-26T07:09:41Z,23d ago
74013135,Research Associate (Data Scientist),National University of Singapore,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-02-26T01:19:08Z,23d ago
74327893,Video Anaytics Engineer,Hendricks Corp,North-East Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-08T05:11:00Z,12d ago
74196153,Senior Data Engineer,GRABTAXI HOLDINGS PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-04T06:29:00Z,16d ago
73987052,Data Scientist,Peoplebank Singapore Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,"$7,500 – $8,000 per month",2024-02-23T10:50:52Z,26d ago
74094574,Data Scientist (Machine Learning) - Trust and Safety,TIKTOK PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-02-28T10:26:00Z,21d ago
74127605,Big Data Engineer (Global Live) - TikTok,TIKTOK PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-02-29T14:44:00Z,20d ago
73967217,Research Fellow (Quantum inspired data-science algorithms),National University of Singapore,Central Region,Education & Training,Other,Full time,,2024-02-23T01:52:23Z,26d ago
74288160,Data Engineer (Test/Product),ASE Singapore Pte Ltd,North Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-05T11:47:00Z,15d ago
73990000,Consulting Technical Manager - Data Scientist,Oracle Corporation,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-02-23T12:27:00Z,26d ago
74531751,AI development Engineer,XUAN LE TECHNOLOGIES PTE.LTD,Central Region,Information & Communication Technology,Engineering - Software,Full time,"$10,000 – $15,000 per month",2024-03-18T07:27:09Z,2d ago
74570549,"Field Engineering, Generative AI Product Specialist",Databricks,Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-19T17:10:00Z,1d ago
74560415,"Software Engineer, AI Centre for Educational Technologies - School of Computing",National University of Singapore,Central Region,Information & Communication Technology,Engineering - Software,Contract/Temp,,2024-03-19T06:44:19Z,1d ago
74570597,Traditional Chinese Medicine (TCM) Specialist for AI Language Model Development,NEUBOT PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-19T17:39:00Z,1d ago
74557897,Senior Executive / Assistant Manager for AI Singapore (AI Products),National University of Singapore,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-19T05:36:35Z,1d ago
74568700,Temporary Accounting & Admin Assistant for AI Singapore,Yale-NUS College,Central Region,Administration & Office Support,Administrative Assistants,Full time,,2024-03-19T12:39:00Z,1d ago
74513367,AI Architect,Helical Solution,Central Region,Information & Communication Technology,Networks & Systems Administration,Full time,,2024-03-17T14:13:00Z,3d ago
74519541,"Postdoctoral Fellow - Governance of AI (Case Research, Online Experiments and De",National University of Singapore,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-18T01:52:22Z,2d ago
74533949,Temporary Accounting & Admin Assistant for AI Singapore,National University of Singapore,Central Region,Administration & Office Support,Administrative Assistants,Full time,,2024-03-18T09:02:20Z,2d ago
74464871,Software Engineer (Microsoft Cloud for ISV and AI),Microsoft,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-14T12:18:00Z,6d ago
74486269,Motion Graphics Designer - AI tools / Figma (J43915),ScienTec Consulting Pte Ltd,Central Region,Design & Architecture,Web & Interaction Design,Full time,"$3,400 – $5,000 per month",2024-03-15T06:47:48Z,5d ago
74434343,Technical Sales Specialist (TSS): AI for Edge,Intel Technology Asia Pte Ltd,Central Region,Information & Communication Technology,Sales - Pre & Post,Full time,,2024-03-13T11:20:00Z,7d ago
74434989,"Customer Engineer, Conversational AI, Google Cloud - Singapore",Google Inc.,Central Region,Information & Communication Technology,Sales - Pre & Post,Full time,,2024-03-13T11:21:00Z,7d ago
