job_id,titles,companies,locations,categorys,subCategories,job_types,salaries,dateposted,datedisplay
74342990,"Senior Executive / Assistant Manager, Data Analytics (Healthcare, Perm)",RecruitFirst Pte. Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"$3,700 – $4,800 per month",2024-03-09T09:29:44Z,11d ago
74540814,Analyst,Sembcorp Development Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-18T14:27:00Z,2d ago
74564965,Consulting Analyst - Marketing & Commerce (Marketing Analytics) - Singapore,Deloitte Consulting SEA,Singapore,Marketing & Communications,Market Research & Analysis,Full time,,2024-03-19T10:08:39Z,1d ago
74433139,Data Scientist,Hudson Global Resources ( HQ ),Central Region,Information & Communication Technology,Engineering - Software,Full time,To be advised,2024-03-13T12:27:01Z,7d ago
74476223,Data Analyst  (Banking|Up to $5.5k),Adecco Personnel Pte Ltd.,Central Region,Banking & Financial Services,Analysis & Reporting,Contract/Temp,,2024-03-15T02:23:17Z,5d ago
74556930,LEAD TRAINER DATA SCIENCE & AI,Institute Of Data Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-19T04:57:52Z,1d ago
74610524,Data Solutions Manager - Data Cycling Center,TIKTOK PTE. LTD.,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-03-20T16:12:00Z,7h ago
74401722,Data Analyst,Far East Organization,North Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-03-12T15:12:00Z,8d ago
74401444,Data Management Lead/ Data Analyst (Group IT),Far East Organization,Central Region,Information & Communication Technology,Product Management & Development,Full time,,2024-03-12T15:26:00Z,8d ago
74319573,Research Assistant  - Software and Data Analytics.,Nanyang Technological University,Central Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-08T05:56:18Z,12d ago
74495670,"Lead, Product Analytics",Evyd Research,West Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-15T10:24:00Z,5d ago
74612426,(Senior) Analyst (Operations Research),Singapore LNG Corporation Pte Ltd,Central Region,Engineering,Mechanical Engineering,Full time,,2024-03-20T18:44:00Z,5h ago
74401834,Junior Data Scientist,Mindteck Singapore Pte Ltd,North-East Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-12T15:12:00Z,8d ago
74296600,Assistant Manager (Data Governance & Analytics),Fei Yue Community Services,Central Region,Information & Communication Technology,Management,Full time,,2024-03-07T10:42:00Z,13d ago
74022047,"Assistant Manager, Data and Analytics.",Nanyang Technological University,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-07T06:44:11Z,13d ago
74296769,Business Intelligence & Data Analytics Manager/Senior Manager,CHARLES & KEITH GROUP,Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-07T10:25:00Z,13d ago
74323225,"Director – IMX Digital (Consumer Data Collection, Activation & Analytics)",Coca-Cola Singapore Beverages Pte Ltd,Central Region,Marketing & Communications,Market Research & Analysis,Full time,,2024-03-08T04:17:00Z,12d ago
74435305,Attractive Job Opening for Data Scientist in Singapore,IITMATRIX PTE. LTD.,East Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-13T11:21:00Z,7d ago
74421651,"Intern, Data Scientist",Autodesk Asia Pte Ltd,Central Region,Marketing & Communications,Product Management & Development,Full time,,2024-03-13T02:16:00Z,7d ago
74469915,Data Scientist intern 900079,Tencent International Service Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-14T17:07:00Z,6d ago
74612192,"Data Engineer, Marketing Intelligence",TIKTOK PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-20T18:53:00Z,4h ago
74581312,Algorithm Research Intern 900015,Tencent International Service Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-19T21:09:00Z,1d ago
74448239,"Senior Executive, Data Analyst (Insights) (Stellar Ace)",SMRT Corporation Ltd,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-03-14T02:16:09Z,6d ago
74611768,Senior data specialist,Allegis Group Singapore Pte Ltd,Central Region,Information & Communication Technology,Product Management & Development,Full time,,2024-03-20T19:11:00Z,4h ago
74612409,Business Analytics and Strategy Manager,INNOQUEST DIAGNOSTICS PTE LTD,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,,2024-03-20T18:47:00Z,4h ago
74238736,Data Analytics Manager (Retail),Robert Half International Pte Ltd,Central Region,Information & Communication Technology,Other,Full time,Competitive,2024-03-06T02:24:49Z,14d ago
74536681,Data Labelling Engineer,Manpower Staffing Services (S) Pte Ltd - Head Office,Central Region,Information & Communication Technology,Database Development & Administration,Contract/Temp,"$5,000 – $6,500 per month",2024-03-18T10:43:11Z,2d ago
74597512,Manager (Research Data Management),National University of Singapore,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-20T05:55:27Z,17h ago
74541712,Data-Smart Strategy & Policy Specialist,Central Provident Fund Board,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-18T14:19:00Z,2d ago
74403992,Senior Data Analyst,Study Group International,Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-12T18:49:00Z,8d ago
74495161,"Data Analyst Intern - Listing and Content, Regional Operations",SHOPEE SINGAPORE LITE ADS,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,,2024-03-15T08:14:00Z,5d ago
74494669,Information Technology - Data Scientist (Data Science Track),Singapore Airlines,East Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-15T10:29:00Z,5d ago
74470016,Data Scientist intern 900075,Tencent International Service Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-14T17:07:00Z,6d ago
74449480,Data Analyst - IFRS17 (Insurance),Base Camp Recruitment Pte. Ltd.,Central Region,Information & Communication Technology,Other,Contract/Temp,,2024-03-14T02:53:57Z,6d ago
74325022,Data Analyst,Talent Trader Group Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"$5,000 – $7,500 per month",2024-03-08T07:57:12Z,12d ago
74604970,Business Strategy Manager,PREX TECHNOLOGIES PTE. LTD.,Central Region,Information & Communication Technology,Management,Full time,,2024-03-20T05:20:00Z,18h ago
74464931,Associate data analyst,Aon Singapore Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-14T12:23:00Z,6d ago
74565736,Product Manager - Analytics,Hays Specialist Recruitment Pte Ltd,Central Region,Information & Communication Technology,Product Management & Development,Full time,$9000.0 - $11000.0 p.m.,2024-03-19T11:32:19Z,1d ago
74604488,Big Data Engineer / Data Architect,H2 GAMES PTE. LTD.,West Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-20T05:20:00Z,18h ago
74237728,"Senior Executive, Data and Analytics,",Nanyang Technological University,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-06T01:54:38Z,14d ago
74311549,"Bioinformatics Specialists (Lab of Systems Biology and Data Analytics), GIS","Agency for Science, Technology and Research (A*STAR)",Central Region,Science & Technology,Biotechnology & Genetics,Full time,,2024-03-08T02:40:16Z,12d ago
74461760,Senior/Research Associate (Data Science) (Assistant Manager),Singapore University of Social Sciences,West Region,Education & Training,Research & Fellowships,Full time,,2024-03-14T09:37:49Z,6d ago
74612337,Insurance regulatory reporting Analyst,Quess,Central Region,Banking & Financial Services,Analysis & Reporting,Contract/Temp,,2024-03-20T18:45:00Z,5h ago
74340537,Data Analyst (SQL | Phyton | Data Science| Petrochemical | Oil & Gas),Talent Trader Group Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-09T02:34:20Z,11d ago
74610516,Summer Internship 2024 - Data Management,CBRE Pte Ltd,Central Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-20T15:35:00Z,8h ago
74529545,Senior Data Engineer (Azure),MTC Consulting Pte. Ltd.,Central Region,Information & Communication Technology,Database Development & Administration,Full time,"$10,000 – $13,000 per month",2024-03-18T06:22:28Z,2d ago
74493367,"Service Operations Specialist | Data Analyst | Up to $5,000 | One-North",Good Job Creations (Singapore) Pte Ltd,Central Region,Consulting & Strategy,Analysts,Full time,"$4,000 – $5,000 per month",2024-03-15T10:12:21Z,5d ago
74247848,"Senior Executive/Executive, Data Analytics and Prospect Research",Singapore University of Social Sciences,West Region,Education & Training,Other,Full time,,2024-03-06T06:17:23Z,14d ago
74612217,Data (& AI) Platform Engineer,Temus Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-20T18:51:00Z,4h ago
74555458,"Research Associate, Dept of Analytics and Operations",National University of Singapore,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-19T04:11:15Z,1d ago
74239921,Research Associate (Data Analytics) (R00013227),Nanyang Technological University,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-06T02:59:40Z,14d ago
74310594,"Post Doctoral Fellow (Laboratory of Systems Biology & Data Analytics), GIS","Agency for Science, Technology and Research (A*STAR)",Central Region,Science & Technology,Biotechnology & Genetics,Full time,,2024-03-08T02:10:57Z,12d ago
74434348,"Data Science Lead, Singpass Anti- Fraud",Government Technology Agency of Singapore (GovTech),Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-13T11:24:00Z,7d ago
74294033,Data Analyst,RecruitFirst Pte. Ltd,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,"$4,500 – $5,200 per month",2024-03-07T10:58:50Z,13d ago
74406761,Associate Data Analyst,Aon Life,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-12T21:28:00Z,8d ago
74226861,"Senior/ Analyst, Data Science, Group Finance Analytics (Contract)",Singapore Health Services Pte Ltd (SingHealth HQ),Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-05T09:15:27Z,15d ago
74435300,"Data Scientist (up to $10,000 base | Geospatial | Real-Time Inference)",TYSON JAY RECRUITMENT PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-13T11:24:00Z,7d ago
74288283,Data Analytics Manage (Supply Chain),DFI Retail Group,East Region,"Manufacturing, Transport & Logistics",Analysis & Reporting,Full time,,2024-03-05T11:47:00Z,15d ago
74389673,HR Data Analyst (Bank),Elitez Pte Ltd,Central Region,Banking & Financial Services,Analysis & Reporting,Contract/Temp,"$4,000 – $6,000 per month",2024-03-12T06:27:28Z,8d ago
74478642,Business Intelligence Analyst,Duotech Pte. Ltd.,Central Region,Consulting & Strategy,Analysts,Full time,,2024-03-15T03:24:37Z,5d ago
74535931,Business Analyst (Power BI),HCL Technologies Malaysia SDN BHD,West Region,Information & Communication Technology,Business/Systems Analysts,Full time,"$5,000 – $6,000 per month",2024-03-18T09:47:23Z,2d ago
74592625,Pricing and Analytics Intern,Align Technologies Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-20T01:16:00Z,22h ago
74298221,Data Analyst,SP Digital Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-07T10:27:00Z,13d ago
74285533,Reporting and Analytics Developer/Data Engineer - SG2424,Unison Consulting Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-05T09:41:00Z,15d ago
74340592,Data Analyst | Govt,BGC Group Pte Ltd,Central Region,Information & Communication Technology,Database Development & Administration,Contract/Temp,"$3,800 – $5,000 per month",2024-03-09T02:47:31Z,11d ago
74392576,Human Resource Data Analyst (Banking Sector | Contract),Elitez Pte Ltd,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,"$4,500 – $5,400 per month",2024-03-12T08:17:31Z,8d ago
74469984,Data Science Intern 900003,Tencent International Service Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-14T17:07:00Z,6d ago
74540989,Data Scientist,ELITEFIT PTE. LIMITED,Central Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-18T14:25:00Z,2d ago
74348119,Python data analyst,EDHECinfra,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,,2024-03-10T10:47:00Z,10d ago
74199426,Reporting and Analytics Developer / Data Engineer,INNOVATIQ TECHNOLOGIES PTE. LTD.,Central Region,Information & Communication Technology,Networks & Systems Administration,Full time,,2024-03-04T09:55:00Z,16d ago
74564399,Data Analyst Assistant (up $3300 / With Exp Prefer / Hybrid) ax98,MCI Career Services Pte Ltd,Central Region,Information & Communication Technology,Database Development & Administration,Full time,"$2,800 – $3,300 per month",2024-03-19T09:34:37Z,1d ago
74469917,Data Science Intern 900101,Tencent International Service Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-14T17:07:00Z,6d ago
74298565,Data Analyst,Yonyou (Singapore) Pte. Ltd.,Central Region,Information & Communication Technology,Management,Full time,,2024-03-07T10:34:00Z,13d ago
74512777,Business analyst lead,Nicoll Curtin Group,Central Region,Accounting,Analysis & Reporting,Full time,,2024-03-17T11:57:00Z,3d ago
74461150,"Manager, Data Analysis & Review [RPD]",Public Service Division,East Region,Accounting,Management,Full time,,2024-03-14T06:40:00Z,6d ago
74371015,Data Scientist,INFOWIZ PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-11T14:19:00Z,9d ago
74540259,Solution Architect -Data Analytics( Azure),SoftwareONE Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-18T14:51:00Z,2d ago
74347827,Data Analyst,Morgan McKinley,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,"$6,000 – $9,000 per month",2024-03-10T10:17:52Z,10d ago
74202759,"Senior Data Scientist (Analytics), OmniCommerce",GRABTAXI HOLDINGS PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-04T15:43:00Z,16d ago
74184809,Reporting and Analytics Developer/Data Engineer,Morgan McKinley,Central Region,Government & Defence,Other,Full time,$9700 - $12300 p.m.,2024-03-04T04:08:26Z,16d ago
74193838,Data Analytics Solution Manager,Hays Specialist Recruitment Pte Ltd,Central Region,Information & Communication Technology,Product Management & Development,Full time,$10000.0 - $12000.0 p.m.,2024-03-04T08:51:16Z,16d ago
74401115,Data Analyst - Global Payment - Singapore,Pipo,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-12T15:14:00Z,8d ago
74496433,Business Intelligence Manager,Ninja Van,Central Region,Information & Communication Technology,Management,Full time,,2024-03-15T10:34:00Z,5d ago
74611746,"Manager/Senior Manager, Knowledge & Insights",Hyperscal Solutions,Central Region,Marketing & Communications,Market Research & Analysis,Full time,,2024-03-20T18:54:00Z,4h ago
74598752,Staff Data Engineer (36888-JOB),Illumina Singapore Pte Ltd,North Region,Information & Communication Technology,Engineering - Software,Full time,,2024-03-20T06:30:14Z,17h ago
74612260,Developer - trading technology,Hunter Bond,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,,2024-03-20T19:11:00Z,4h ago
74199495,"Senior Executive/Executive, Data Analytics and Prospect Research",Singapore University of Social Sciences,Central Region,Marketing & Communications,Marketing Communications,Full time,,2024-03-04T09:58:00Z,16d ago
74535425,"Intern, Business Analyst",Johnson Controls,Central Region,Sales,New Business Development,Full time,,2024-03-15T07:10:00Z,5d ago
74581794,Quantitative Researcher,Hawksman Technology,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-19T20:37:00Z,1d ago
74183368,"Executive, CRM & Data Analytics",Capital Human Resource Management Pte. Ltd,Central Region,Marketing & Communications,Marketing Communications,Full time,"$3,500 – $4,200 per month",2024-03-04T03:30:56Z,16d ago
74384858,"Manager, Strategic Insights & Analytics",Johnson & Johnson Pte Ltd,Central Region,Marketing & Communications,Market Research & Analysis,Full time,,2024-03-12T00:17:00Z,8d ago
74445093,Business Intelligence Analyst,SERVITA PRIVATE LIMITED,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-03-13T22:04:00Z,7d ago
74435278,MULTIMEDIA DATA ANALYST,Simulation Software & Technology (S2T) Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-13T11:22:00Z,7d ago
74495056,Product Developer (Full-Stack & Tableau),Durapower Technology (Singapore) Pte Ltd,Central Region,Education & Training,Research & Fellowships,Full time,,2024-03-15T10:36:00Z,5d ago
74343061,Data Scientist (Data and AI) Perm / East (ID: 595535) - PRIT,PERSOLKELLY Singapore Pte Ltd (Formerly Kelly Services Singapore Pte Ltd),Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"$4,000 – $5,600 per month",2024-03-09T09:49:24Z,11d ago
74293295,"Senior Data Analyst (Healthcare, Office hours)",RecruitFirst Pte. Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,"$4,800 – $5,200 per month",2024-03-07T10:10:38Z,13d ago
74610066,Machine Learning Engineer,ST Engineering Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-20T11:50:00Z,11h ago
74548594,Data Engineer - SQL - Python,TRUST RECRUIT PTE. LTD.,East Region,Information & Communication Technology,Database Development & Administration,Full time,"$4,000 – $6,000 per month",2024-03-19T01:17:58Z,1d ago
74541656,Data Architect,Accenture Pte Ltd,Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-18T14:25:00Z,2d ago
74535343,APAC Marketing ROI & Performance Manager,Amplifon,Central Region,Marketing & Communications,Market Research & Analysis,Full time,,2024-03-18T07:21:00Z,2d ago
74541585,"Product Manager, Analytics",DHL Express (Singapore) Pte. Ltd,Central Region,Information & Communication Technology,Product Management & Development,Full time,,2024-03-18T14:26:00Z,2d ago
74496533,Big Data Engineer,Softenger (Singapore) Pte Ltd,Central Region,Information & Communication Technology,Networks & Systems Administration,Contract/Temp,,2024-03-15T10:26:00Z,5d ago
74568724,"Data Architect - Big Data, Teradata",HCL Singapore Pte Ltd,Central Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-19T12:39:00Z,1d ago
74495243,Insurance Regulatory reporting and Data Subject Matter Expert,Pan Asia HR Consulting,Central Region,Banking & Financial Services,Analysis & Reporting,Contract/Temp,,2024-03-15T10:36:00Z,5d ago
74553417,Event Crew (Up to 3K+) No Experience Needed!,ROYAL ORGANISATION PTE LTD,Central Region,Sales,Sales Representatives/Consultants,Full time,,2024-03-19T01:35:00Z,1d ago
74536582,Software development Senior Specialist,NTT Data Services,East Region,Information & Communication Technology,Developers/Programmers,Full time,,2024-03-18T10:33:20Z,2d ago
74553586,Regulatory Transaction Reporting Analyst – Quality Assurance,UBS AG,Central Region,Banking & Financial Services,Banking - Corporate & Institutional,Full time,,2024-03-19T01:43:00Z,1d ago
74601262,Application Developer (12 months),PERSOLKELLY Singapore Pte Ltd (Formerly Kelly Services Singapore Pte Ltd),Central Region,Information & Communication Technology,Developers/Programmers,Contract/Temp,"$9,500 – $10,500 per month",2024-03-20T07:57:04Z,15h ago
74381405,Lead Business Intelligence (BI) Analyst,dnata Singapore Pte Ltd,East Region,Information & Communication Technology,Business/Systems Analysts,Full time,"$6,000 – $7,500 per month",2024-03-12T02:38:04Z,8d ago
74434319,"Assistant Manager, Data Governance Analyst",Income Insurance Limited,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-13T11:22:00Z,7d ago
74445181,Data & Artificial Intelligence Data Engineer,SERVITA PRIVATE LIMITED,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-13T22:04:00Z,7d ago
74513837,Senior AI Researcher,ST Engineering Ltd,Central Region,Information & Communication Technology,Networks & Systems Administration,Full time,,2024-03-17T19:41:00Z,3d ago
74434814,Data Operations (Technical) Analyst,UBS AG,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,,2024-03-13T11:21:00Z,7d ago
74314697,Data Analyst (Senior Role) Up to $5200 | Healthcare,RecruitFirst Pte. Ltd,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,"$4,800 – $5,200 per month",2024-03-08T03:41:31Z,12d ago
74289006,Data Scientist,DHL Express (Singapore) Pte. Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-05T11:47:00Z,15d ago
74496277,"Data Engineer (Tableau, OBIEE)",Exasoft Pte. Ltd.,Central Region,Information & Communication Technology,Architects,Full time,,2024-03-15T10:28:00Z,5d ago
74287799,Data Scientist / Data Analyst (Video Streaming),DADACONSULTANTS PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-05T11:50:00Z,15d ago
74494895,Data Engineer,Turnkey Group (Pte.) Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-15T10:30:00Z,5d ago
74540631,AI Scientist,Siemens Industry Software Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-18T16:35:00Z,2d ago
74497387,MarTech Analyst,Razer Inc.,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-03-15T10:29:00Z,5d ago
74541625,Senior AI Researcher (DSC/CY/13857),ST Engineering Ltd,Central Region,Information & Communication Technology,Networks & Systems Administration,Full time,,2024-03-17T15:58:00Z,3d ago
74156191,"Data Analytics Lead, Regional Business Intelligence & Planning",SHOPEE SINGAPORE LITE ADS,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-03-01T10:38:00Z,19d ago
74496283,Senior Data Scientist,Advance.AI,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-15T10:36:00Z,5d ago
74460439,"HR Data Analyst at Rafflesplace, Up to $5,500",Success Human Resource Centre Pte Ltd,Central Region,Human Resources & Recruitment,Organisational Development,Contract/Temp,"$3,700 – $5,500 per month",2024-03-14T09:09:17Z,6d ago
74160007,"Internship: Data Analytics, Partnerships, and Strategic Business Development",Circles.Life,Central Region,Sales,Account & Relationship Management,Full time,,2024-03-01T15:12:00Z,19d ago
74287634,Data Analyst,Hyphens Pharma Pte Ltd,North-East Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-07T09:23:38Z,13d ago
74365226,Internship: Data Science (May - Dec 2024),Danone Specialized Nutrition (Singapore) Private Limited,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-11T07:25:00Z,9d ago
74365284,Business Analyst (Tech MNC / SQL / Data/ UP7K+),Adecco Personnel Pte Ltd.,Central Region,Marketing & Communications,Market Research & Analysis,Contract/Temp,$6500 - $7300 p.m.,2024-03-11T09:24:39Z,9d ago
74162362,People Ops Partner (Data Analytics & Ops) - 2 year contract,Assurity Trusted Solutions Pte Ltd,Central Region,Human Resources & Recruitment,Organisational Development,Full time,,2024-03-01T18:29:00Z,19d ago
74081765,Business Analyst (Data Analytics),Goodwill Entertainment Holding Pte Ltd,Central Region,Marketing & Communications,Market Research & Analysis,Full time,"$2,000 – $3,000 per month",2024-02-28T04:20:34Z,21d ago
74251402,"Data Scientist/1 year Contract/ up to $4,000",Forte Employment Services Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,"$3,500 – $4,000 per month",2024-03-06T08:41:54Z,14d ago
74151397,Data Analyst (Adobe Analytics/ South West/ $6k + Bonus!),Good Job Creations (Singapore) Pte Ltd,Singapore,Information & Communication Technology,Database Development & Administration,Full time,"$5,000 – $6,000 per month",2024-03-01T09:17:20Z,19d ago
74322985,[LTA-P&P] TRANSPORT PLANNER / TRANSPORT SCIENTIST,Public Service Division,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-08T03:06:00Z,12d ago
74490048,Senior Data Engineer,Jones Lang LaSalle Property Consultants Pte Ltd,Central Region,Information & Communication Technology,Architects,Full time,"$9,000 – $12,000 per month",2024-03-15T08:39:22Z,5d ago
74394921,Senior Data Platform Engineer - (Contract),NTT Singapore Pte. Ltd.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Contract/Temp,,2024-03-12T06:31:00Z,8d ago
74610467,Head of GTRF Digital Channels - Digital Business Services,HSBC,Central Region,Banking & Financial Services,Banking - Corporate & Institutional,Full time,,2024-03-20T13:58:00Z,9h ago
74568533,"Head, Data",Thomson Medical Pte Ltd,Central Region,Information & Communication Technology,Management,Full time,,2024-03-05T11:48:00Z,15d ago
74489518,Senior Data Engineer,MTC Consulting Pte. Ltd.,Central Region,Information & Communication Technology,Engineering - Software,Full time,"$9,000 – $11,000 per month",2024-03-15T08:15:29Z,5d ago
74496843,Data Operations Engineer,PRECIX PRIVATE LIMITED,Central Region,Information & Communication Technology,Testing & Quality Assurance,Full time,,2024-03-15T10:35:00Z,5d ago
74499455,Data Engineer,LUXOFT INFORMATION TECHNOLOGY (SINGAPORE) PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-15T14:11:00Z,5d ago
74285898,Head of Data Science,MERQURI PTE. LTD.,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-05T11:47:00Z,15d ago
74434543,Senior Data Engineer - Singapore,BBGC,Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-12T13:10:00Z,8d ago
74330972,AI and Data Platform Solution Architect/Consultant,Peoplebank Singapore Pte Ltd,West Region,Information & Communication Technology,Architects,Contract/Temp,,2024-03-15T12:55:50Z,5d ago
74495839,Business Operations Executive (Data analysis),QUESS SINGAPORE,Central Region,"Manufacturing, Transport & Logistics","Purchasing, Procurement & Inventory",Contract/Temp,,2024-03-15T10:35:00Z,5d ago
74495076,SOC Analyst L2,Ensign InfoSecurity (Singapore) Pte. Ltd.,Central Region,Information & Communication Technology,Security,Full time,,2024-03-15T10:30:00Z,5d ago
74297767,Data Analyst,SISTIC.com Pte Ltd,East Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-07T10:34:00Z,13d ago
74150889,Data Analyst,Talent Trader Group Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,"$6,000 – $8,000 per month",2024-03-01T09:09:51Z,19d ago
74075719,"Senior Executive / Assistant Manager, Data Analytics & Insights(5861)",NUHS Group Ops & IT,Central Region,Hospitality & Tourism,Management,Full time,,2024-02-28T01:40:25Z,21d ago
74445215,Reporting Analyst EPIC Systems,SERVITA PRIVATE LIMITED,Central Region,Information & Communication Technology,Business/Systems Analysts,Full time,,2024-03-13T22:04:00Z,7d ago
74435303,Data Engineer,JANUARY CONSULTANCY SERVICES PTE. LTD.,Central Region,Information & Communication Technology,Team Leaders,Full time,,2024-03-13T11:20:00Z,7d ago
74400411,"Intern, Data Engineer [PSET-CPD-Delivery]",Autodesk Asia Pte Ltd,Central Region,Science & Technology,"Mathematics, Statistics & Information Sciences",Full time,,2024-03-12T13:40:00Z,8d ago
74434165,Data Engineer (Snowflake/Python),ASTEK Singapore Innovation Technology Pte. Ltd.,Central Region,Information & Communication Technology,Management,Full time,,2024-03-13T11:24:00Z,7d ago
74307677,Application & Data Analyst,Standard BioTools Inc.,North-East Region,Information & Communication Technology,Database Development & Administration,Full time,,2024-03-07T20:12:00Z,13d ago
74435087,Data Operations Analyst,UBS AG,Central Region,Banking & Financial Services,Analysis & Reporting,Full time,,2024-03-13T11:21:00Z,7d ago
